,aq,cr,cv,dt,hv,lv,ncv,ov,rf
2800,192755,5.1948051,2400,20071129,48900.0,47100.0,48600,47900.0,2
2801,115690,0.4347826,200,20071128,47200.0,45200.0,46200,46850.0,2
2802,158843,0.0,0,20071127,46550.0,43800.0,46000,44000.0,3
2803,340211,6.9767441,3000,20071126,46050.0,43150.0,46000,43150.0,2
2804,492654,-10.229645,-4900,20071123,48000.0,40750.0,43000,47300.0,5
2805,296297,1.6985138,800,20071122,48500.0,46400.0,47900,46500.0,2
2806,112995,-2.9866117,-1450,20071121,48550.0,46800.0,47100,48450.0,5
2807,257898,-0.9183673,-450,20071120,48900.0,47000.0,48550,47650.0,5
2808,208595,2.0833333,1000,20071119,49450.0,48600.0,49000,48900.0,2
2809,224408,-3.030303,-1500,20071116,49100.0,47000.0,48000,49000.0,5
2810,270727,-2.9411764,-1500,20071115,50800.0,48650.0,49500,50400.0,5
2811,298455,-2.2988505,-1200,20071114,53700.0,50200.0,51000,53500.0,5
2812,362234,2.5540275,1300,20071113,52600.0,48300.0,52200,50900.0,2
2813,277334,-1.1650485,-600,20071112,51700.0,49000.0,50900,50500.0,5
2814,234693,0.9803921,500,20071109,51900.0,49050.0,51500,51100.0,2
2815,373779,-1.9230769,-1000,20071108,51300.0,48100.0,51000,51200.0,5
2816,623062,-4.5871559,-2500,20071107,56100.0,51200.0,52000,55000.0,5
2817,269315,-4.3859649,-2500,20071106,57100.0,54300.0,54500,56800.0,5
2818,225685,1.7857142,1000,20071105,57000.0,54500.0,57000,56000.0,2
2819,229440,0.0,0,20071102,56400.0,54300.0,56000,54700.0,3
2820,363665,3.5120147,1900,20071101,56600.0,53900.0,56000,55100.0,2
2821,340920,3.2442748,1700,20071031,55000.0,52400.0,54100,52500.0,2
2822,442336,0.7692307,400,20071030,55700.0,51200.0,52400,52200.0,2
2823,287991,-3.1657355,-1700,20071029,54900.0,51900.0,52000,54300.0,5
2824,177729,1.3207547,700,20071026,54200.0,52000.0,53700,53000.0,2
2825,350942,2.5145067,1300,20071025,55100.0,52000.0,53000,52900.0,2
2826,693107,0.3883495,200,20071024,53100.0,50500.0,51700,51500.0,2
2827,608398,8.8794926,4200,20071023,52400.0,47600.0,51500,48800.0,2
2828,553343,-2.0703933,-1000,20071022,48200.0,45000.0,47300,45000.0,5
2829,652987,-5.2941176,-2700,20071019,51400.0,47650.0,48300,51000.0,5
2830,919858,11.4754098,5250,20071018,52200.0,45250.0,51000,45700.0,2
2831,300520,0.4390779,200,20071017,45750.0,43300.0,45750,44950.0,2
2832,389346,-0.9782608,-450,20071016,46700.0,45100.0,45550,45850.0,5
2833,285477,1.098901,500,20071015,46500.0,45350.0,46000,46400.0,2
2834,638808,-1.0869565,-500,20071012,47250.0,45500.0,45500,45800.0,5
2835,441352,1.5452538,700,20071011,46000.0,44150.0,46000,44700.0,2
2836,387772,0.6666666,300,20071010,46000.0,44650.0,45300,45350.0,2
2837,487268,2.8571428,1250,20071009,45000.0,42700.0,45000,43650.0,2
2838,651665,2.9411764,1250,20071008,44250.0,42550.0,43750,43200.0,2
2839,1318526,10.1036269,3900,20071005,43150.0,38900.0,42500,38950.0,2
2840,348619,-2.5252525,-1000,20071004,39300.0,38250.0,38600,38900.0,5
2841,343410,1.5384615,600,20071002,39950.0,38850.0,39600,39950.0,2
2842,310116,1.5625,600,20071001,39400.0,38400.0,39000,38800.0,2
2843,255252,2.6737967,1000,20070928,38400.0,37350.0,38400,37550.0,2
2844,396185,-0.7957559,-300,20070927,38350.0,37200.0,37400,38200.0,5
2845,296799,-3.3333333,-1300,20070921,39000.0,37700.0,37700,38550.0,5
2846,333760,-2.7431421,-1100,20070920,40300.0,38200.0,39000,40150.0,5
2847,366394,3.617571,1400,20070919,40300.0,39200.0,40100,39600.0,2
2848,146472,-0.6418485,-250,20070918,38900.0,38100.0,38700,38550.0,5
2849,144327,0.516129,200,20070917,38950.0,37600.0,38950,38750.0,2
2850,128904,0.388601,150,20070914,38950.0,38200.0,38750,38650.0,2
2851,138630,1.0471204,400,20070913,38700.0,37250.0,38600,38200.0,2
2852,112110,-1.2919896,-500,20070912,39000.0,37550.0,38200,38300.0,5
2853,150370,0.650195,250,20070911,38700.0,37600.0,38700,38450.0,2
2854,107821,-2.4111675,-950,20070910,38800.0,37450.0,38450,38200.0,5
2855,191086,-0.1267427,-50,20070907,39450.0,38750.0,39400,39200.0,5
2856,175104,0.3816793,150,20070906,39500.0,38500.0,39450,38850.0,2
2857,156415,0.6402048,250,20070905,39450.0,38850.0,39300,39450.0,2
2858,311345,0.3856041,150,20070904,39200.0,38050.0,39050,38950.0,2
2859,406304,-0.8917197,-350,20070903,39500.0,38000.0,38900,39150.0,5
2860,208792,0.2554278,100,20070831,39300.0,38650.0,39250,39300.0,2
2861,263464,0.6426735,250,20070830,39500.0,38350.0,39150,39500.0,2
2862,253520,1.1703511,450,20070829,38900.0,35100.0,38900,37100.0,2
2863,274270,1.1842105,450,20070828,38450.0,37450.0,38450,37900.0,2
2864,302265,3.5422343,1300,20070827,38350.0,37000.0,38000,37500.0,2
2865,227354,3.0898876,1100,20070824,36750.0,34900.0,36700,35400.0,2
2866,345840,2.2988505,800,20070823,36200.0,35000.0,35600,35900.0,2
2867,606383,3.2640949,1100,20070822,35200.0,33800.0,34800,33800.0,2
2868,521209,-1.1730205,-400,20070821,33900.0,33150.0,33700,33550.0,5
2869,765629,3.6474164,1200,20070820,34700.0,33250.0,34100,34500.0,2
2870,339370,-3.9416058,-1350,20070817,34850.0,32300.0,32900,34150.0,5
2871,422429,-6.9293478,-2550,20070816,35150.0,32500.0,34250,34200.0,5
2872,293505,-0.5405405,-200,20070814,37550.0,36000.0,36800,37350.0,5
2873,420802,-0.1349527,-50,20070813,37950.0,36050.0,37000,37150.0,5
2874,453343,-3.3898305,-1300,20070810,38300.0,36450.0,37050,37100.0,5
2875,369661,-2.541296,-1000,20070809,39750.0,38300.0,38350,39400.0,5
2876,464895,1.1568123,450,20070808,39900.0,38500.0,39350,38800.0,2
2877,339474,0.1287001,50,20070807,39500.0,38300.0,38900,39300.0,2
2878,259752,-3.8366336,-1550,20070806,39450.0,38700.0,38850,39100.0,5
2879,638215,-0.2469135,-100,20070803,40900.0,39100.0,40400,40600.0,5
2880,621457,3.5805626,1400,20070802,40900.0,36850.0,40500,40700.0,2
2881,672645,0.2564102,100,20070801,40900.0,37500.0,39100,38350.0,2
2882,505894,2.6315789,1000,20070731,39650.0,38000.0,39000,38400.0,2
2883,293780,4.6831955,1700,20070730,38000.0,35300.0,38000,35500.0,2
2884,631048,-5.2219321,-2000,20070727,37500.0,35550.0,36300,37050.0,5
2885,568180,-0.5194805,-200,20070726,39150.0,37000.0,38300,38700.0,5
2886,527331,1.5831134,600,20070725,39500.0,37150.0,38500,38000.0,2
2887,256760,-1.5584415,-600,20070724,39200.0,37150.0,37900,39200.0,5
2888,725065,7.2423398,2600,20070723,39500.0,35450.0,38500,35800.0,2
2889,613821,5.5882352,1900,20070720,36000.0,34200.0,35900,34500.0,2
2890,351843,3.9755351,1300,20070719,34100.0,32500.0,34000,32700.0,2
2891,324503,-1.8018018,-600,20070718,33900.0,32450.0,32700,33900.0,5
2892,440786,-4.5845272,-1600,20070716,34950.0,33300.0,33300,34400.0,5
2893,579462,6.240487,2050,20070713,34950.0,33000.0,34900,33800.0,2
2894,596308,5.9677419,1850,20070712,33000.0,31400.0,32850,31400.0,2
2895,384038,-2.6687598,-850,20070711,31700.0,30800.0,31000,31250.0,5
2896,261758,-1.0869565,-350,20070710,32350.0,31550.0,31850,32200.0,5
2897,426891,-2.4242424,-800,20070709,33500.0,31600.0,32200,33000.0,5
2898,343422,1.8518518,600,20070706,33350.0,32450.0,33000,33000.0,2
2899,541140,0.1545595,50,20070705,34000.0,31950.0,32400,32000.0,2
2900,355252,1.7295597,550,20070704,32600.0,32000.0,32350,32200.0,2
2901,501825,0.6329113,200,20070703,32300.0,31350.0,31800,32300.0,2
2902,362351,1.9354838,600,20070702,31750.0,30200.0,31600,31000.0,2
2903,348593,2.310231,700,20070629,31150.0,30500.0,31000,30700.0,2
2904,365008,4.1237113,1200,20070628,30600.0,29500.0,30300,29650.0,2
2905,197552,1.7482517,500,20070627,29300.0,28500.0,29100,28750.0,2
2906,309671,-3.0508474,-900,20070626,30000.0,28600.0,28600,29550.0,5
2907,323290,-4.5307443,-1400,20070625,30750.0,29500.0,29500,30300.0,5
2908,490167,-3.2863849,-1050,20070622,31850.0,29750.0,30900,31600.0,5
2909,240779,1.4285714,450,20070621,32100.0,30700.0,31950,30950.0,2
2910,333591,-1.4084507,-450,20070620,32200.0,30750.0,31500,32000.0,5
2911,301162,-2.8875379,-950,20070619,33300.0,31750.0,31950,33000.0,5
2912,247310,3.2967032,1050,20070618,33000.0,32050.0,32900,32500.0,2
2913,452151,1.1111111,350,20070615,32400.0,31050.0,31850,31800.0,2
2914,550527,5.1752921,1550,20070614,31700.0,30600.0,31500,30800.0,2
2915,631988,2.21843,650,20070613,30200.0,29250.0,29950,29350.0,2
2916,657223,-3.1404958,-950,20070612,30750.0,29050.0,29300,30250.0,5
2917,394164,0.0,0,20070611,30500.0,29300.0,30250,30500.0,3
2918,360112,-6.6358024,-2150,20070608,31800.0,30250.0,30250,31800.0,5
2919,452000,3.1847133,1000,20070607,32400.0,30000.0,32400,30600.0,2
2920,265186,-0.9463722,-300,20070605,31650.0,30950.0,31400,31650.0,5
2921,424379,3.5947712,1100,20070604,32000.0,30400.0,31700,31500.0,2
2922,830814,5.1546391,1500,20070601,31900.0,29200.0,30600,29300.0,2
2923,386581,3.5587188,1000,20070531,29150.0,27850.0,29100,28400.0,2
2924,409763,-3.1034482,-900,20070530,29000.0,27900.0,28100,29000.0,5
2925,288080,0.3460207,100,20070529,29200.0,28400.0,29000,29150.0,2
2926,251790,0.8726003,250,20070528,28900.0,28150.0,28900,28850.0,2
2927,389564,1.2367491,350,20070525,28850.0,28000.0,28650,28250.0,2
2928,459223,2.5362318,700,20070523,28600.0,27850.0,28300,28150.0,2
2929,284253,-0.7194244,-200,20070522,28300.0,27600.0,27600,28300.0,5
2930,417506,0.5424954,150,20070521,28250.0,27350.0,27800,27400.0,2
2931,343241,3.3644859,900,20070518,27650.0,26550.0,27650,27000.0,2
2932,309678,2.8846153,750,20070517,27000.0,26150.0,26750,26550.0,2
2933,322646,-0.3831417,-100,20070516,26650.0,25850.0,26000,26300.0,5
2934,270260,-1.5094339,-400,20070515,27000.0,26100.0,26100,26800.0,5
2935,309143,2.7131782,700,20070514,26850.0,26000.0,26500,26000.0,2
2936,299712,-1.7142857,-450,20070511,26000.0,25300.0,25800,25800.0,5
2937,339133,-1.1299435,-300,20070510,26750.0,26250.0,26250,26750.0,5
2938,394110,2.9069767,750,20070509,26600.0,25900.0,26550,26150.0,2
2939,547845,-4.9723756,-1350,20070508,27300.0,25800.0,25800,27200.0,5
2940,403193,-1.9855595,-550,20070507,28100.0,27050.0,27150,27900.0,5
2941,297677,0.7272727,200,20070504,28000.0,27250.0,27700,27600.0,2
2942,190721,0.1821493,50,20070503,27650.0,27050.0,27500,27450.0,2
2943,335010,0.3656307,100,20070502,27750.0,27150.0,27450,27500.0,2
2944,426749,-1.618705,-450,20070430,27700.0,27000.0,27350,27600.0,5
2945,457877,-0.8912655,-250,20070427,28700.0,27300.0,27800,28600.0,5
2946,352867,0.7181328,200,20070426,28300.0,27450.0,28050,27900.0,2
2947,394330,-1.590106,-450,20070425,28700.0,27500.0,27850,28300.0,5
2948,353157,-0.7017543,-200,20070424,28500.0,27700.0,28300,28000.0,5
2949,296104,0.0,0,20070423,29200.0,28300.0,28500,28750.0,3
2950,566330,0.5291005,150,20070420,28700.0,28050.0,28500,28350.0,2
2951,624967,-0.3514938,-100,20070419,28700.0,27950.0,28350,28450.0,5
2952,708508,4.0219378,1100,20070418,28450.0,27400.0,28450,27450.0,2
2953,272368,-0.9057971,-250,20070417,27800.0,27250.0,27350,27700.0,5
2954,306910,1.098901,300,20070416,27650.0,26850.0,27600,27200.0,2
2955,399343,-0.546448,-150,20070413,27700.0,26950.0,27300,27450.0,5
2956,633927,-2.3131672,-650,20070412,28000.0,27450.0,27450,27900.0,5
2957,342078,-0.3546099,-100,20070411,28300.0,27600.0,28100,28200.0,5
2958,398108,0.7142857,200,20070410,29100.0,28000.0,28200,28400.0,2
2959,255070,0.0,0,20070409,28200.0,27550.0,28000,27700.0,3
2960,172994,-0.8849557,-250,20070406,28200.0,27600.0,28000,28000.0,5
2961,366074,0.8928571,250,20070405,28250.0,27400.0,28250,27850.0,2
2962,301328,0.7194244,200,20070404,28450.0,28000.0,28000,28450.0,2
2963,317288,1.2750455,350,20070403,27950.0,27150.0,27800,27400.0,2
2964,380480,2.8089887,750,20070402,27500.0,26400.0,27450,26400.0,2
2965,304608,0.0,0,20070330,26750.0,26150.0,26700,26600.0,3
2966,252330,0.5649717,150,20070329,26700.0,26200.0,26700,26300.0,2
2967,306807,-3.2786885,-900,20070328,27400.0,26400.0,26550,27050.0,5
2968,280398,0.0,0,20070327,27550.0,26900.0,27450,27550.0,3
2969,408089,1.478743,400,20070326,27700.0,27200.0,27450,27200.0,2
2970,828900,2.4621212,650,20070323,27200.0,26000.0,27050,26300.0,2
2971,226078,-0.7518796,-200,20070322,27000.0,26400.0,26400,26900.0,5
2972,191972,1.3333333,350,20070321,26700.0,26050.0,26600,26050.0,2
2973,187658,-0.9433962,-250,20070320,27000.0,26250.0,26250,26550.0,5
2974,152270,0.3787878,100,20070319,26500.0,26000.0,26500,26150.0,2
2975,151151,-0.1890359,-50,20070316,26400.0,25950.0,26400,26150.0,5
2976,147088,0.9541984,250,20070315,26450.0,25900.0,26450,26000.0,2
2977,224350,-1.3182674,-350,20070314,26200.0,25400.0,26200,26000.0,5
2978,242710,0.9505703,250,20070313,26600.0,25850.0,26550,26350.0,2
2979,133370,1.7408123,450,20070312,26300.0,25850.0,26300,26150.0,2
2980,157998,0.3883495,100,20070309,26250.0,25650.0,25850,26000.0,2
2981,525798,2.1825396,550,20070308,26250.0,25250.0,25750,25300.0,2
2982,221328,0.3984063,100,20070307,25650.0,24950.0,25200,25400.0,2
2983,163081,1.8255578,450,20070306,25100.0,24600.0,25100,24600.0,2
2984,200933,-3.5225048,-900,20070305,25500.0,24650.0,24650,25050.0,5
2985,227901,-0.3898635,-100,20070302,25800.0,25300.0,25550,25300.0,5
2986,443313,-3.9325842,-1050,20070228,25850.0,24950.0,25650,25000.0,5
2987,402035,-2.3765996,-650,20070227,27500.0,26700.0,26700,27300.0,5
2988,706671,3.5984848,950,20070226,27350.0,26300.0,27350,26600.0,2
2989,352182,0.9560229,250,20070223,26450.0,25850.0,26400,26250.0,2
2990,572295,1.7509727,450,20070222,26250.0,25300.0,26150,25600.0,2
2991,448334,1.9841269,500,20070221,25750.0,25150.0,25700,25250.0,2
2992,567619,-0.7874015,-200,20070220,25750.0,24950.0,25200,25650.0,5
2993,713234,-2.1194605,-550,20070216,25900.0,25100.0,25400,25900.0,5
2994,422076,-0.1923076,-50,20070215,26100.0,25500.0,25950,26100.0,5
2995,846522,-1.1406844,-300,20070214,26800.0,25750.0,26000,26800.0,5
2996,521148,-0.3787878,-100,20070213,26450.0,26000.0,26300,26200.0,5
2997,219860,0.5714285,150,20070212,26400.0,25700.0,26400,25700.0,2
2998,369941,0.0,0,20070209,26450.0,25650.0,26250,26250.0,3
2999,487907,-4.1970802,-1150,20070208,27550.0,26000.0,26250,27400.0,5
3000,442828,3.0075187,800,20070207,27400.0,26500.0,27400,26600.0,2
3001,258588,-1.1152416,-300,20070206,27100.0,26350.0,26600,27100.0,5
3002,475092,3.065134,800,20070205,26950.0,26400.0,26900,26400.0,2
3003,463620,2.3529411,600,20070202,26300.0,25300.0,26100,25300.0,2
3004,413980,3.2388663,800,20070201,25500.0,24650.0,25500,24900.0,2
3005,236671,0.0,0,20070131,24900.0,24600.0,24700,24900.0,3
3006,358470,2.9166666,700,20070130,24750.0,24000.0,24700,24000.0,2
3007,99078,-0.621118,-150,20070129,24250.0,23900.0,24000,24250.0,5
3008,121483,-0.8213552,-200,20070126,24250.0,23650.0,24150,24250.0,5
3009,173796,-0.8146639,-200,20070125,24650.0,24050.0,24350,24600.0,5
3010,287600,0.2040816,50,20070124,24650.0,24200.0,24550,24450.0,2
3011,89809,1.2396694,300,20070123,24500.0,23750.0,24500,23750.0,2
3012,199654,2.3255813,550,20070122,24200.0,23550.0,24200,23650.0,2
3013,176460,-3.0737704,-750,20070119,24450.0,23450.0,23650,24100.0,5
3014,207271,0.6185567,150,20070118,24700.0,24300.0,24400,24350.0,2
3015,161770,0.6224066,150,20070117,24400.0,23700.0,24250,23850.0,2
3016,304110,3.4334763,800,20070116,24200.0,22950.0,24100,23300.0,2
3017,126375,-2.1008403,-500,20070115,23800.0,23200.0,23300,23800.0,5
3018,159610,0.4219409,100,20070112,24000.0,23450.0,23800,24000.0,2
3019,106120,1.2820512,300,20070111,23800.0,23200.0,23700,23200.0,2
3020,151751,0.2141327,50,20070110,23500.0,22800.0,23400,23500.0,2
3021,118626,0.0,0,20070109,23550.0,22950.0,23350,23150.0,3
3022,401923,0.4301075,100,20070108,23950.0,23000.0,23350,23850.0,2
3023,140849,0.6493506,150,20070105,23400.0,22750.0,23250,23200.0,2
3024,207269,-1.7021276,-400,20070104,23500.0,23100.0,23100,23300.0,5
3025,247725,-2.8925619,-700,20070103,24200.0,23500.0,23500,24050.0,5
3026,114495,-2.2222222,-550,20070102,24650.0,24150.0,24200,24600.0,5
3027,283307,2.9106029,700,20061228,24750.0,23950.0,24750,24300.0,2
3028,272336,3.6637931,850,20061227,24200.0,23000.0,24050,23200.0,2
3029,239970,-1.066098,-250,20061226,23550.0,22900.0,23200,23300.0,5
3030,368496,-1.0548523,-250,20061222,23600.0,23100.0,23450,23500.0,5
3031,237954,-3.0674846,-750,20061221,24300.0,23500.0,23700,24150.0,5
3032,238830,0.6172839,150,20061220,24600.0,24100.0,24450,24300.0,2
3033,195534,-1.2195121,-300,20061219,24750.0,24200.0,24300,24450.0,5
3034,362080,1.4432989,350,20061218,24850.0,24050.0,24600,24500.0,2
3035,126056,-0.2057613,-50,20061215,24600.0,24100.0,24250,24600.0,5
3036,173168,2.1008403,500,20061214,24300.0,23600.0,24300,23850.0,2
3037,136180,2.3655913,550,20061213,23800.0,23000.0,23800,23000.0,2
3038,108510,0.0,0,20061212,23400.0,22800.0,23250,23100.0,3
3039,124675,0.0,0,20061211,23500.0,22950.0,23250,22950.0,3
3040,155481,-1.4830508,-350,20061208,23550.0,22750.0,23250,23300.0,5
3041,230840,-3.2786885,-800,20061207,24350.0,23550.0,23600,24050.0,5
3042,97645,0.0,0,20061206,24500.0,24000.0,24400,24400.0,3
3043,274936,1.6666666,400,20061205,24600.0,24050.0,24400,24050.0,2
3044,257669,0.8403361,200,20061204,24350.0,23700.0,24000,23900.0,2
3045,469722,-2.4590163,-600,20061201,24200.0,23600.0,23800,24050.0,5
3046,500698,-2.4,-600,20061130,25000.0,23900.0,24400,25000.0,5
3047,331295,1.010101,250,20061129,25000.0,24100.0,25000,24400.0,2
3048,275031,2.6970954,650,20061128,24750.0,23550.0,24750,23700.0,2
3049,263765,1.9027484,450,20061127,24100.0,23100.0,24100,23300.0,2
3050,155620,1.068376,250,20061124,23650.0,22750.0,23650,23400.0,2
3051,154110,0.2141327,50,20061123,23650.0,23050.0,23400,23050.0,2
3052,113188,1.9650655,450,20061122,23350.0,22650.0,23350,22650.0,2
3053,235270,2.6905829,600,20061121,22900.0,22300.0,22900,22300.0,2
3054,291350,-3.8793103,-900,20061120,23200.0,22300.0,22300,23200.0,5
3055,117880,0.0,0,20061117,23400.0,23100.0,23200,23200.0,3
3056,214987,-3.7344398,-900,20061116,24100.0,23100.0,23200,24100.0,5
3057,172170,0.6263048,150,20061115,24200.0,23800.0,24100,24200.0,2
3058,231201,1.9148936,450,20061114,24150.0,23600.0,23950,23600.0,2
3059,130319,0.4273504,100,20061113,23750.0,23300.0,23500,23300.0,2
3060,153438,2.1834061,500,20061110,23550.0,22800.0,23400,22800.0,2
3061,261100,-0.6507592,-150,20061109,23250.0,22750.0,22900,23050.0,5
3062,140881,-2.742616,-650,20061108,23700.0,22850.0,23050,23600.0,5
3063,301424,-0.420168,-100,20061107,24150.0,23400.0,23700,23850.0,5
3064,207133,0.8474576,200,20061106,23850.0,23200.0,23800,23400.0,2
3065,144097,-0.4219409,-100,20061103,23800.0,23200.0,23600,23800.0,5
3066,209566,1.7167381,400,20061102,23800.0,23050.0,23700,23300.0,2
3067,536230,3.7861915,850,20061101,23350.0,22300.0,23300,22600.0,2
3068,349921,4.4186046,950,20061031,22600.0,21350.0,22450,21350.0,2
3069,217330,0.2331002,50,20061030,21600.0,20900.0,21500,21250.0,2
3070,220453,1.1792452,250,20061027,21500.0,21050.0,21450,21400.0,2
3071,499463,-2.5287356,-550,20061026,21800.0,20850.0,21200,21700.0,5
3072,390032,-3.3333333,-750,20061025,22500.0,21400.0,21750,22500.0,5
3073,361850,2.2727272,500,20061024,22650.0,22200.0,22500,22300.0,2
3074,177510,0.0,0,20061023,22250.0,21850.0,22000,22200.0,3
3075,378773,3.0444964,650,20061020,22150.0,21300.0,22000,21350.0,2
3076,220720,1.1848341,250,20061019,21400.0,20800.0,21350,20850.0,2
3077,198537,2.4271844,500,20061018,21100.0,20000.0,21100,20050.0,2
3078,140542,-0.9615384,-200,20061017,21000.0,20350.0,20600,20850.0,5
3079,274481,1.4634146,300,20061016,21050.0,20600.0,20800,20950.0,2
3080,448650,0.0,0,20061013,21100.0,20450.0,20500,20950.0,3
3081,260275,3.2745591,650,20061012,20500.0,19850.0,20500,19850.0,2
3082,449570,-2.6960784,-550,20061011,20400.0,19650.0,19850,20150.0,5
3083,422328,0.7407407,150,20061010,20850.0,20250.0,20400,20250.0,2
3084,236601,-7.1100917,-1550,20061009,21900.0,19850.0,20250,21500.0,5
3085,264160,-2.2421524,-500,20061004,22300.0,21500.0,21800,22250.0,5
3086,211454,-0.4464285,-100,20061002,22400.0,21950.0,22300,22100.0,5
3087,492838,0.0,0,20060929,22500.0,21750.0,22400,22300.0,3
3088,272061,-0.8849557,-200,20060928,22850.0,22050.0,22400,22850.0,5
3089,206646,0.4444444,100,20060927,23100.0,22350.0,22600,23100.0,2
3090,197825,-1.7467248,-400,20060926,22950.0,22250.0,22500,22550.0,5
3091,302010,0.0,0,20060925,23100.0,22300.0,22900,22900.0,3
3092,214440,-0.8658008,-200,20060922,23100.0,22200.0,22900,23100.0,5
3093,265847,4.288939,950,20060921,23250.0,22350.0,23100,22400.0,2
3094,110395,-0.2252252,-50,20060920,22350.0,21900.0,22150,22100.0,5
3095,273801,-2.8446389,-650,20060919,22950.0,22050.0,22200,22900.0,5
3096,213841,0.2192982,50,20060918,22950.0,22700.0,22850,22750.0,2
3097,106477,0.4405286,100,20060915,23050.0,22300.0,22800,22700.0,2
3098,256006,0.8888888,200,20060914,22750.0,22100.0,22700,22600.0,2
3099,330261,4.6511627,1000,20060913,22500.0,21300.0,22500,21700.0,2
3100,436530,-4.4444444,-1000,20060912,22450.0,21200.0,21500,22450.0,5
3101,184771,-0.8810572,-200,20060911,22950.0,22450.0,22500,22550.0,5
3102,331205,2.0224719,450,20060908,23000.0,22000.0,22700,22100.0,2
3103,368461,2.0642201,450,20060907,22300.0,21300.0,22250,21400.0,2
3104,491645,3.3175355,700,20060906,21900.0,20950.0,21800,21400.0,2
3105,486557,-4.5248868,-1000,20060905,22100.0,20800.0,21100,22050.0,5
3106,725238,1.1441647,250,20060904,22550.0,21450.0,22100,21750.0,2
3107,388546,0.9237875,200,20060901,21850.0,21100.0,21850,21650.0,2
3108,605540,4.0865384,850,20060831,21900.0,20750.0,21650,20900.0,2
3109,292811,1.4634146,300,20060830,20800.0,20300.0,20800,20600.0,2
3110,338034,0.490196,100,20060829,20700.0,20150.0,20500,20400.0,2
3111,388320,0.7407407,150,20060828,20400.0,19950.0,20400,20250.0,2
3112,513270,2.7918781,550,20060825,20250.0,19650.0,20250,19800.0,2
3113,490175,3.4120734,650,20060824,19750.0,18850.0,19700,18900.0,2
3114,334709,0.2631578,50,20060823,19250.0,18800.0,19050,19100.0,2
3115,429894,-1.8087855,-350,20060822,19350.0,18850.0,19000,19200.0,5
3116,407219,-1.5267175,-300,20060821,19800.0,19250.0,19350,19750.0,5
3117,739680,3.9682539,750,20060818,19700.0,18850.0,19650,19050.0,2
3118,743814,3.8461538,700,20060817,19200.0,18450.0,18900,18450.0,2
3119,938578,1.9607843,350,20060816,18500.0,17750.0,18200,18100.0,2
3120,1404343,-8.226221,-1600,20060814,19200.0,17800.0,17850,19100.0,5
3121,512451,0.5167958,100,20060811,19800.0,19250.0,19450,19500.0,2
3122,694926,3.2,600,20060810,19400.0,18500.0,19350,18600.0,2
3123,1009961,2.739726,500,20060809,18800.0,17950.0,18750,18100.0,2
3124,1557403,-2.4064171,-450,20060808,18550.0,17550.0,18250,18450.0,5
3125,636591,-3.6082474,-700,20060807,19450.0,18550.0,18700,19400.0,5
3126,500160,-0.2570694,-50,20060804,19650.0,19350.0,19400,19400.0,5
3127,279662,-2.0151133,-400,20060803,20000.0,19350.0,19450,19900.0,5
3128,581130,-0.2512562,-50,20060802,19850.0,19000.0,19850,19550.0,5
3129,615937,0.5050505,100,20060801,20100.0,19300.0,19900,19800.0,2
3130,1206034,1.2787723,250,20060731,20300.0,19600.0,19800,19850.0,2
3131,1428146,0.5141388,100,20060728,19850.0,19200.0,19550,19600.0,2
3132,1731510,-6.0386473,-1250,20060727,20650.0,19450.0,19450,20650.0,5
3133,711824,-1.4285714,-300,20060726,21200.0,20700.0,20700,21150.0,5
3134,546406,-3.4482758,-750,20060725,22000.0,21000.0,21000,22000.0,5
3135,243097,1.1627906,250,20060724,21750.0,20800.0,21750,21200.0,2
3136,162470,2.1377672,450,20060721,21650.0,20500.0,21500,20500.0,2
3137,277734,1.4457831,300,20060720,21700.0,21000.0,21050,21350.0,2
3138,300745,-3.0373831,-650,20060719,21600.0,20750.0,20750,21200.0,5
3139,461670,-3.6036036,-800,20060718,21950.0,20250.0,21400,21650.0,5
3140,232483,-3.0567685,-700,20060714,22700.0,22050.0,22200,22600.0,5
3141,259863,-1.2931034,-300,20060713,23600.0,22650.0,22900,22700.0,5
3142,1045980,-2.3157894,-550,20060712,23800.0,22550.0,23200,23650.0,5
3143,211889,-1.0416666,-250,20060711,24150.0,23550.0,23750,24100.0,5
3144,133072,2.3454157,550,20060710,24000.0,22850.0,24000,23300.0,2
3145,172894,1.5151515,350,20060707,23750.0,23100.0,23450,23100.0,2
3146,276180,-0.4310344,-100,20060706,23300.0,22850.0,23100,23300.0,5
3147,228968,-1.066098,-250,20060705,23950.0,22700.0,23200,22700.0,5
3148,238734,-0.6355932,-150,20060704,23900.0,23150.0,23450,23900.0,5
3149,176456,-0.8403361,-200,20060703,23900.0,23300.0,23600,23900.0,5
3150,366262,4.3859649,1000,20060630,23800.0,23250.0,23800,23400.0,2
3151,361146,7.0422535,1500,20060629,22800.0,21400.0,22800,21500.0,2
3152,302382,-3.1818181,-700,20060628,22000.0,21200.0,21300,21450.0,5
3153,173417,1.1494252,250,20060627,22050.0,21600.0,22000,21700.0,2
3154,208332,-3.11804,-700,20060626,22300.0,21450.0,21750,22300.0,5
3155,180090,-2.1786492,-500,20060623,22700.0,21750.0,22450,22700.0,5
3156,225183,1.1013215,250,20060622,22950.0,22500.0,22950,22800.0,2
3157,124993,3.652968,800,20060621,22700.0,21050.0,22700,22150.0,2
3158,200491,-4.7826086,-1100,20060620,22950.0,21900.0,21900,22950.0,5
